LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DEU,CPI,TOT,AGRWTH,A,2009,0.3127377,
DEU,CPI,TOT,AGRWTH,A,2010,1.103809,
DEU,CPI,TOT,AGRWTH,A,2011,2.075173,
DEU,CPI,TOT,AGRWTH,A,2012,2.008491,
DEU,CPI,TOT,AGRWTH,A,2013,1.504722,
DEU,CPI,TOT,AGRWTH,A,2014,0.9067971,
DEU,CPI,TOT,AGRWTH,A,2015,0.514421,
DEU,CPI,TOT,AGRWTH,A,2016,0.4917486,
DEU,CPI,TOT,AGRWTH,A,2017,1.509497,
DEU,CPI,TOT,AGRWTH,A,2018,1.732168,
DEU,CPI,TOT,AGRWTH,A,2019,1.445667,
DEU,CPI,TOT,AGRWTH,A,2020,0.1448705,
DEU,CPI,TOT,AGRWTH,A,2021,3.066667,
DEU,CPI,TOT,AGRWTH,A,2022,6.872574,
GRC,CPI,TOT,AGRWTH,A,2000,3.151177,
GRC,CPI,TOT,AGRWTH,A,2001,3.373966,
GRC,CPI,TOT,AGRWTH,A,2002,3.629363,
GRC,CPI,TOT,AGRWTH,A,2003,3.530651,
GRC,CPI,TOT,AGRWTH,A,2004,2.898848,
GRC,CPI,TOT,AGRWTH,A,2005,3.545073,
GRC,CPI,TOT,AGRWTH,A,2006,3.195946,
GRC,CPI,TOT,AGRWTH,A,2007,2.895001,
GRC,CPI,TOT,AGRWTH,A,2008,4.152796,
GRC,CPI,TOT,AGRWTH,A,2009,1.210074,
GRC,CPI,TOT,AGRWTH,A,2010,4.712982,
GRC,CPI,TOT,AGRWTH,A,2011,3.32987,
GRC,CPI,TOT,AGRWTH,A,2012,1.50152,
GRC,CPI,TOT,AGRWTH,A,2013,-0.9212719,
GRC,CPI,TOT,AGRWTH,A,2014,-1.312242,
GRC,CPI,TOT,AGRWTH,A,2015,-1.735902,
GRC,CPI,TOT,AGRWTH,A,2016,-0.8256576,
GRC,CPI,TOT,AGRWTH,A,2017,1.121259,
GRC,CPI,TOT,AGRWTH,A,2018,0.6256205,
GRC,CPI,TOT,AGRWTH,A,2019,0.2529927,
GRC,CPI,TOT,AGRWTH,A,2020,-1.247972,
GRC,CPI,TOT,AGRWTH,A,2021,1.223826,
GRC,CPI,TOT,AGRWTH,A,2022,9.645261,
HUN,CPI,TOT,AGRWTH,A,2000,9.803608,
HUN,CPI,TOT,AGRWTH,A,2001,9.116809,
HUN,CPI,TOT,AGRWTH,A,2002,5.265448,
HUN,CPI,TOT,AGRWTH,A,2003,4.661017,
HUN,CPI,TOT,AGRWTH,A,2004,6.744347,
HUN,CPI,TOT,AGRWTH,A,2005,3.561517,
HUN,CPI,TOT,AGRWTH,A,2006,3.930326,
HUN,CPI,TOT,AGRWTH,A,2007,7.958745,
HUN,CPI,TOT,AGRWTH,A,2008,6.042512,
HUN,CPI,TOT,AGRWTH,A,2009,4.211712,
HUN,CPI,TOT,AGRWTH,A,2010,4.855558,
HUN,CPI,TOT,AGRWTH,A,2011,3.929921,
HUN,CPI,TOT,AGRWTH,A,2012,5.652145,
HUN,CPI,TOT,AGRWTH,A,2013,1.7332,
HUN,CPI,TOT,AGRWTH,A,2014,-0.2275663,
HUN,CPI,TOT,AGRWTH,A,2015,-0.06164468,
HUN,CPI,TOT,AGRWTH,A,2016,0.3947693,
HUN,CPI,TOT,AGRWTH,A,2017,2.348243,
HUN,CPI,TOT,AGRWTH,A,2018,2.850248,
HUN,CPI,TOT,AGRWTH,A,2019,3.338586,
HUN,CPI,TOT,AGRWTH,A,2020,3.326744,
HUN,CPI,TOT,AGRWTH,A,2021,5.110965,
HUN,CPI,TOT,AGRWTH,A,2022,14.60814,
ISL,CPI,TOT,AGRWTH,A,2000,5.136475,
ISL,CPI,TOT,AGRWTH,A,2001,6.405086,
ISL,CPI,TOT,AGRWTH,A,2002,5.197023,
ISL,CPI,TOT,AGRWTH,A,2003,2.055662,
ISL,CPI,TOT,AGRWTH,A,2004,3.158195,
ISL,CPI,TOT,AGRWTH,A,2005,3.987048,
ISL,CPI,TOT,AGRWTH,A,2006,6.687074,
ISL,CPI,TOT,AGRWTH,A,2007,5.051564,
ISL,CPI,TOT,AGRWTH,A,2008,12.6944,
ISL,CPI,TOT,AGRWTH,A,2009,12.00312,
ISL,CPI,TOT,AGRWTH,A,2010,5.396732,
ISL,CPI,TOT,AGRWTH,A,2011,4.001026,
ISL,CPI,TOT,AGRWTH,A,2012,5.1859,
ISL,CPI,TOT,AGRWTH,A,2013,3.872275,
ISL,CPI,TOT,AGRWTH,A,2014,2.044619,
ISL,CPI,TOT,AGRWTH,A,2015,1.633058,
ISL,CPI,TOT,AGRWTH,A,2016,1.69693,
ISL,CPI,TOT,AGRWTH,A,2017,1.760413,
ISL,CPI,TOT,AGRWTH,A,2018,2.682915,
ISL,CPI,TOT,AGRWTH,A,2019,3.013977,
ISL,CPI,TOT,AGRWTH,A,2020,2.847919,
ISL,CPI,TOT,AGRWTH,A,2021,4.444243,
ISL,CPI,TOT,AGRWTH,A,2022,8.308754,
IRL,CPI,TOT,AGRWTH,A,2000,5.590717,
IRL,CPI,TOT,AGRWTH,A,2001,4.872905,
IRL,CPI,TOT,AGRWTH,A,2002,4.614733,
IRL,CPI,TOT,AGRWTH,A,2003,3.49049,
IRL,CPI,TOT,AGRWTH,A,2004,2.199629,
IRL,CPI,TOT,AGRWTH,A,2005,2.429692,
IRL,CPI,TOT,AGRWTH,A,2006,3.93164,
IRL,CPI,TOT,AGRWTH,A,2007,4.897116,
IRL,CPI,TOT,AGRWTH,A,2008,4.060305,
IRL,CPI,TOT,AGRWTH,A,2009,-4.478103,
IRL,CPI,TOT,AGRWTH,A,2010,-0.9220958,
IRL,CPI,TOT,AGRWTH,A,2011,2.557189,
IRL,CPI,TOT,AGRWTH,A,2012,1.696209,
IRL,CPI,TOT,AGRWTH,A,2013,0.5087149,
IRL,CPI,TOT,AGRWTH,A,2014,0.1825423,
IRL,CPI,TOT,AGRWTH,A,2015,-0.2898791,
IRL,CPI,TOT,AGRWTH,A,2016,0.008306338,
IRL,CPI,TOT,AGRWTH,A,2017,0.3405316,
IRL,CPI,TOT,AGRWTH,A,2018,0.4883702,
IRL,CPI,TOT,AGRWTH,A,2019,0.9390445,
IRL,CPI,TOT,AGRWTH,A,2020,-0.3345846,
IRL,CPI,TOT,AGRWTH,A,2021,2.358143,
IRL,CPI,TOT,AGRWTH,A,2022,7.807375,
ITA,CPI,TOT,AGRWTH,A,2000,2.537687,
ITA,CPI,TOT,AGRWTH,A,2001,2.785166,
ITA,CPI,TOT,AGRWTH,A,2002,2.46532,
ITA,CPI,TOT,AGRWTH,A,2003,2.672559,
ITA,CPI,TOT,AGRWTH,A,2004,2.206736,
ITA,CPI,TOT,AGRWTH,A,2005,1.985294,
ITA,CPI,TOT,AGRWTH,A,2006,2.090843,
ITA,CPI,TOT,AGRWTH,A,2007,1.829738,
ITA,CPI,TOT,AGRWTH,A,2008,3.347834,
ITA,CPI,TOT,AGRWTH,A,2009,0.7747682,
ITA,CPI,TOT,AGRWTH,A,2010,1.525516,
ITA,CPI,TOT,AGRWTH,A,2011,2.780633,
ITA,CPI,TOT,AGRWTH,A,2012,3.041363,
ITA,CPI,TOT,AGRWTH,A,2013,1.219992,
ITA,CPI,TOT,AGRWTH,A,2014,0.2410575,
ITA,CPI,TOT,AGRWTH,A,2015,0.03878675,
ITA,CPI,TOT,AGRWTH,A,2016,-0.0940214,
ITA,CPI,TOT,AGRWTH,A,2017,1.226533,
ITA,CPI,TOT,AGRWTH,A,2018,1.137488,
ITA,CPI,TOT,AGRWTH,A,2019,0.6112469,
ITA,CPI,TOT,AGRWTH,A,2020,-0.1377076,
ITA,CPI,TOT,AGRWTH,A,2021,1.873783,
ITA,CPI,TOT,AGRWTH,A,2022,8.20129,
JPN,CPI,TOT,AGRWTH,A,2000,-0.6583334,
JPN,CPI,TOT,AGRWTH,A,2001,-0.7333333,
JPN,CPI,TOT,AGRWTH,A,2002,-0.9083334,
JPN,CPI,TOT,AGRWTH,A,2003,-0.25,
JPN,CPI,TOT,AGRWTH,A,2004,-0.008333334,
JPN,CPI,TOT,AGRWTH,A,2005,-0.2833333,
JPN,CPI,TOT,AGRWTH,A,2006,0.2416667,
JPN,CPI,TOT,AGRWTH,A,2007,0.05833333,
JPN,CPI,TOT,AGRWTH,A,2008,1.383333,
JPN,CPI,TOT,AGRWTH,A,2009,-1.341667,
JPN,CPI,TOT,AGRWTH,A,2010,-0.7,
JPN,CPI,TOT,AGRWTH,A,2011,-0.275,
JPN,CPI,TOT,AGRWTH,A,2012,-0.04166667,
JPN,CPI,TOT,AGRWTH,A,2013,0.35,
JPN,CPI,TOT,AGRWTH,A,2014,2.733333,
JPN,CPI,TOT,AGRWTH,A,2015,0.8,
JPN,CPI,TOT,AGRWTH,A,2016,-0.1333333,
JPN,CPI,TOT,AGRWTH,A,2017,0.475,
JPN,CPI,TOT,AGRWTH,A,2018,0.9916667,
JPN,CPI,TOT,AGRWTH,A,2019,0.475,
JPN,CPI,TOT,AGRWTH,A,2020,-0.01666667,
JPN,CPI,TOT,AGRWTH,A,2021,-0.25,
JPN,CPI,TOT,AGRWTH,A,2022,2.508333,
KOR,CPI,TOT,AGRWTH,A,2000,2.259166,
KOR,CPI,TOT,AGRWTH,A,2001,4.066576,
KOR,CPI,TOT,AGRWTH,A,2002,2.762262,
KOR,CPI,TOT,AGRWTH,A,2003,3.514874,
KOR,CPI,TOT,AGRWTH,A,2004,3.590663,
KOR,CPI,TOT,AGRWTH,A,2005,2.753792,
KOR,CPI,TOT,AGRWTH,A,2006,2.24234,
KOR,CPI,TOT,AGRWTH,A,2007,2.534574,
KOR,CPI,TOT,AGRWTH,A,2008,4.673897,
KOR,CPI,TOT,AGRWTH,A,2009,2.756496,
KOR,CPI,TOT,AGRWTH,A,2010,2.939286,
KOR,CPI,TOT,AGRWTH,A,2011,4.025965,
KOR,CPI,TOT,AGRWTH,A,2012,2.187071,
KOR,CPI,TOT,AGRWTH,A,2013,1.301347,
KOR,CPI,TOT,AGRWTH,A,2014,1.274774,
KOR,CPI,TOT,AGRWTH,A,2015,0.7063318,
KOR,CPI,TOT,AGRWTH,A,2016,0.9716858,
KOR,CPI,TOT,AGRWTH,A,2017,1.944332,
KOR,CPI,TOT,AGRWTH,A,2018,1.475839,
KOR,CPI,TOT,AGRWTH,A,2019,0.3830003,
KOR,CPI,TOT,AGRWTH,A,2020,0.537288,
KOR,CPI,TOT,AGRWTH,A,2021,2.498333,
KOR,CPI,TOT,AGRWTH,A,2022,5.087888,
LUX,CPI,TOT,AGRWTH,A,2000,3.150768,
LUX,CPI,TOT,AGRWTH,A,2001,2.663822,
LUX,CPI,TOT,AGRWTH,A,2002,2.074089,
LUX,CPI,TOT,AGRWTH,A,2003,2.04984,
LUX,CPI,TOT,AGRWTH,A,2004,2.225681,
LUX,CPI,TOT,AGRWTH,A,2005,2.487693,
LUX,CPI,TOT,AGRWTH,A,2006,2.666315,
LUX,CPI,TOT,AGRWTH,A,2007,2.312459,
LUX,CPI,TOT,AGRWTH,A,2008,3.40188,
LUX,CPI,TOT,AGRWTH,A,2009,0.368042,
LUX,CPI,TOT,AGRWTH,A,2010,2.273679,
LUX,CPI,TOT,AGRWTH,A,2011,3.410683,
LUX,CPI,TOT,AGRWTH,A,2012,2.662842,
LUX,CPI,TOT,AGRWTH,A,2013,1.73404,
LUX,CPI,TOT,AGRWTH,A,2014,0.628544,
LUX,CPI,TOT,AGRWTH,A,2015,0.4747432,
LUX,CPI,TOT,AGRWTH,A,2016,0.2908333,
LUX,CPI,TOT,AGRWTH,A,2017,1.7308,
LUX,CPI,TOT,AGRWTH,A,2018,1.528195,
LUX,CPI,TOT,AGRWTH,A,2019,1.743321,
LUX,CPI,TOT,AGRWTH,A,2020,0.8199573,
LUX,CPI,TOT,AGRWTH,A,2021,2.52692,
LUX,CPI,TOT,AGRWTH,A,2022,6.336008,
MEX,CPI,TOT,AGRWTH,A,2000,9.49156,
MEX,CPI,TOT,AGRWTH,A,2001,6.367737,
MEX,CPI,TOT,AGRWTH,A,2002,5.030733,
MEX,CPI,TOT,AGRWTH,A,2003,4.546898,
MEX,CPI,TOT,AGRWTH,A,2004,4.688407,
MEX,CPI,TOT,AGRWTH,A,2005,3.988061,
MEX,CPI,TOT,AGRWTH,A,2006,3.629463,
MEX,CPI,TOT,AGRWTH,A,2007,3.96685,
MEX,CPI,TOT,AGRWTH,A,2008,5.124982,
MEX,CPI,TOT,AGRWTH,A,2009,5.297357,
MEX,CPI,TOT,AGRWTH,A,2010,4.156728,
MEX,CPI,TOT,AGRWTH,A,2011,3.40738,
MEX,CPI,TOT,AGRWTH,A,2012,4.111508,
MEX,CPI,TOT,AGRWTH,A,2013,3.80639,
MEX,CPI,TOT,AGRWTH,A,2014,4.018617,
MEX,CPI,TOT,AGRWTH,A,2015,2.720641,
MEX,CPI,TOT,AGRWTH,A,2016,2.821708,
MEX,CPI,TOT,AGRWTH,A,2017,6.041456,
MEX,CPI,TOT,AGRWTH,A,2018,4.899351,
MEX,CPI,TOT,AGRWTH,A,2019,3.635961,
MEX,CPI,TOT,AGRWTH,A,2020,3.396834,
MEX,CPI,TOT,AGRWTH,A,2021,5.689209,
MEX,CPI,TOT,AGRWTH,A,2022,7.896276,
NLD,CPI,TOT,AGRWTH,A,2000,2.360522,
NLD,CPI,TOT,AGRWTH,A,2001,4.155841,
NLD,CPI,TOT,AGRWTH,A,2002,3.287531,
NLD,CPI,TOT,AGRWTH,A,2003,2.091998,
NLD,CPI,TOT,AGRWTH,A,2004,1.263647,
NLD,CPI,TOT,AGRWTH,A,2005,1.68813,
NLD,CPI,TOT,AGRWTH,A,2006,1.101501,
NLD,CPI,TOT,AGRWTH,A,2007,1.613859,
NLD,CPI,TOT,AGRWTH,A,2008,2.486502,
NLD,CPI,TOT,AGRWTH,A,2009,1.189777,
NLD,CPI,TOT,AGRWTH,A,2010,1.275306,
NLD,CPI,TOT,AGRWTH,A,2011,2.34107,
NLD,CPI,TOT,AGRWTH,A,2012,2.455548,
NLD,CPI,TOT,AGRWTH,A,2013,2.506899,
NLD,CPI,TOT,AGRWTH,A,2014,0.9760351,
NLD,CPI,TOT,AGRWTH,A,2015,0.6002482,
NLD,CPI,TOT,AGRWTH,A,2016,0.3166667,
NLD,CPI,TOT,AGRWTH,A,2017,1.381459,
NLD,CPI,TOT,AGRWTH,A,2018,1.703498,
NLD,CPI,TOT,AGRWTH,A,2019,2.633699,
NLD,CPI,TOT,AGRWTH,A,2020,1.27246,
NLD,CPI,TOT,AGRWTH,A,2021,2.67572,
NLD,CPI,TOT,AGRWTH,A,2022,10.00121,
NZL,CPI,TOT,AGRWTH,A,2000,2.615233,
NZL,CPI,TOT,AGRWTH,A,2001,2.625821,
NZL,CPI,TOT,AGRWTH,A,2002,2.677091,
NZL,CPI,TOT,AGRWTH,A,2003,1.753576,
NZL,CPI,TOT,AGRWTH,A,2004,2.290249,
NZL,CPI,TOT,AGRWTH,A,2005,3.037021,
NZL,CPI,TOT,AGRWTH,A,2006,3.365404,
NZL,CPI,TOT,AGRWTH,A,2007,2.376143,
NZL,CPI,TOT,AGRWTH,A,2008,3.958944,
NZL,CPI,TOT,AGRWTH,A,2009,2.115656,
NZL,CPI,TOT,AGRWTH,A,2010,2.302026,
NZL,CPI,TOT,AGRWTH,A,2011,4.027903,
NZL,CPI,TOT,AGRWTH,A,2012,1.059918,
NZL,CPI,TOT,AGRWTH,A,2013,1.134418,
NZL,CPI,TOT,AGRWTH,A,2014,1.227513,
NZL,CPI,TOT,AGRWTH,A,2015,0.2927033,
NZL,CPI,TOT,AGRWTH,A,2016,0.6462373,
NZL,CPI,TOT,AGRWTH,A,2017,1.850787,
NZL,CPI,TOT,AGRWTH,A,2018,1.598298,
NZL,CPI,TOT,AGRWTH,A,2019,1.619632,
NZL,CPI,TOT,AGRWTH,A,2020,1.714562,
NZL,CPI,TOT,AGRWTH,A,2021,3.941121,
NZL,CPI,TOT,AGRWTH,A,2022,7.172225,
